timestamp,fPressureFront,fPressureSide,acceleration.x,acceleration.y,acceleration.z,quaternion.i,quaternion.j,quaternion.k,quaternion.real,quaternion.accuracy
1082530,1020.7971,1021.67896,0.83984375,-0.33984375,10.171875,-0.030639648,-0.010803223,-0.7756958,0.630249,0.0
1082545,1020.78564,1021.6455,0.83984375,-0.2265625,10.214844,-0.031066895,-0.01159668,-0.77612305,0.6296997,0.0
1082565,1020.792,1021.583,0.765625,-0.1484375,10.253906,-0.032043457,-0.012023926,-0.77648926,0.6292114,0.0
1082585,1020.7886,1021.5493,0.91796875,-0.03515625,10.332031,-0.03314209,-0.01159668,-0.7765503,0.6290283,0.0
1082605,1020.771,1021.5801,0.91796875,-0.30078125,10.2109375,-0.033447266,-0.010925293,-0.77685547,0.62872314,0.0
1082625,1020.78735,1021.6279,0.83984375,-0.41796875,10.214844,-0.03253174,-0.011108398,-0.7770996,0.62841797,0.0
1082645,1020.78906,1021.67773,0.83984375,-0.30078125,10.09375,-0.031188965,-0.012390137,-0.77752686,0.6279907,0.0
1082670,1020.75024,1021.62695,0.765625,0.1953125,9.988281,-0.030212402,-0.013061523,-0.7779541,0.62750244,0.0
1082685,1020.7412,1021.6228,0.6484375,0.12109375,9.753906,-0.030090332,-0.012451172,-0.77819824,0.62713623,0.0
1082705,1020.75146,1021.55615,0.609375,-0.109375,9.792969,-0.02923584,-0.01159668,-0.77874756,0.6265259,0.0
1082725,1020.72656,1021.5896,0.57421875,-0.1484375,9.5625,-0.027038574,-0.011230469,-0.77941895,0.62579346,0.0
1082745,1020.7129,1021.68677,0.265625,-0.453125,9.371094,-0.024353027,-0.011230469,-0.7800293,0.6251831,0.0
1082765,1020.76807,1021.7483,0.15234375,-0.4921875,9.2890625,-0.021850586,-0.011657715,-0.7805176,0.6246948,0.0
1082785,1020.72,1021.85205,0.11328125,-0.4921875,9.3671875,-0.020141602,-0.012451172,-0.7809448,0.6241455,0.0
1082810,1020.74,1021.9512,0.15234375,-0.41796875,9.371094,-0.019592285,-0.013000488,-0.78149414,0.6234741,0.0
1082825,1020.7229,1021.9187,0.2265625,-0.453125,9.484375,-0.020141602,-0.013305664,-0.78167725,0.62323,0.0
1082845,1020.7261,1021.9746,0.45703125,-0.453125,9.7109375,-0.020996094,-0.013977051,-0.7817993,0.62298584,0.0
1082865,1020.7073,1021.989,0.45703125,-0.453125,9.949219,-0.0211792,-0.015258789,-0.78204346,0.62268066,0.0
1082885,1020.7307,1021.9348,0.6875,-0.30078125,10.058594,-0.0211792,-0.016418457,-0.78234863,0.6222534,0.0
1082905,1020.7146,1021.8855,0.765625,-0.33984375,10.058594,-0.0211792,-0.016723633,-0.7826538,0.6218872,0.0
1082925,1020.6997,1021.885,0.609375,-0.41796875,10.0234375,-0.020812988,-0.016723633,-0.7827759,0.62176514,0.0
1082945,1020.6848,1021.7842,0.53515625,-0.30078125,9.75,-0.019836426,-0.017211914,-0.7827759,0.62176514,0.0
1082965,1020.6987,1021.7368,0.45703125,-0.0703125,9.753906,-0.019348145,-0.017456055,-0.78253174,0.6220093,0.0
1082985,1020.739,1021.676,0.41796875,0.04296875,9.7109375,-0.019592285,-0.017333984,-0.78234863,0.6222534,0.0
